Unnamed: 0,sms,spam,Unnamed: 3,sms_processed,tokens
90,Yeh. Indians was nice. Tho it did  me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x,False,,yeh indians was nice tho it did  me off a bit he he we shud go out 4 a drink sometime soon mite hav 2 go 2 da works 4 a laugh soon love pete x x,"['yeh', 'indians', 'nice', 'tho', 'bit', 'shud', 'go', '4', 'drink', 'sometime', 'soon', 'mite', 'hav', '2', 'go', '2', 'da', 'works', '4', 'laugh', 'soon', 'love', 'pete', 'x', 'x']"
91,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng",False,,sun cant come to earth but send luv as rays cloud cant come to river but send luv as rain i cant come to meet u but can send my care as msg to u gud evng,"['sun', 'cant', 'come', 'earth', 'send', 'luv', 'rays', 'cloud', 'cant', 'come', 'river', 'send', 'luv', 'rain', 'cant', 'come', 'meet', 'u', 'send', 'care', 'msg', 'u', 'gud', 'evng']"
92,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,False,,i will cme i want to go to hos 2morow after that i wil cme this what i got from her dear what to do she didnt say any time,"['cme', 'want', 'go', 'hos', '2morow', 'wil', 'cme', 'got', 'dear', 'didnt', 'say', 'time']"
93,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),False,,no we sell it all so well have tons if coins then sell our coins to someone thru paypal voila money back in life pockets,"['sell', 'well', 'tons', 'coins', 'sell', 'coins', 'someone', 'thru', 'paypal', 'voila', 'money', 'back', 'life', 'pockets']"
94,"No, I decided that only people who care about stuff vote and caring about stuff is for losers",False,,no i decided that only people who care about stuff vote and caring about stuff is for losers,"['decided', 'people', 'care', 'stuff', 'vote', 'caring', 'stuff', 'losers']"
95,I send the print  outs da.,False,,i send the print  outs da,"['send', 'print', 'outs', 'da']"
96,No I'm in the same boat. Still here at my moms. Check me out on yo. I'm,False,,no im in the same boat still here at my moms check me out on yo im,"['im', 'boat', 'still', 'moms', 'check', 'yo', 'im']"
97,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...,False,,u horrible gal u knew dat i was going out wif him yest n u still come n ask me,"['u', 'horrible', 'gal', 'u', 'knew', 'dat', 'going', 'wif', 'yest', 'n', 'u', 'still', 'come', 'n', 'ask']"
98,Jus finish blowing my hair. U finish dinner already?,False,,jus finish blowing my hair u finish dinner already,"['jus', 'finish', 'blowing', 'hair', 'u', 'finish', 'dinner', 'already']"
99,Lol wtf random. Btw is that your lunch break,False,,lol wtf random btw is that your lunch break,"['lol', 'wtf', 'random', 'btw', 'lunch', 'break']"
100,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q?",False,,did he say how fantastic i am by any chance or anything need a bigger life lift as losing the will 2 live do you think i would be the first person 2 die from n v q,"['say', 'fantastic', 'chance', 'anything', 'need', 'bigger', 'life', 'lift', 'losing', '2', 'live', 'think', 'would', 'first', 'person', '2', 'die', 'n', 'v', 'q']"
101,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with",False,,derp which is worse a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with,"['derp', 'worse', 'dude', 'always', 'wants', 'party', 'dude', 'files', 'complaint', 'three', 'drug', 'abusers', 'lives']"
102,PICK UR FONE UP NOW U DUMB?,False,,pick ur fone up now u dumb,"['pick', 'ur', 'fone', 'u', 'dumb']"
103,If I die I want u to have all my stuffs.,False,,if i die i want u to have all my stuffs,"['die', 'want', 'u', 'stuffs']"
104,"""SYMPTOMS"" when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your",False,,symptoms when u are in love 1u like listening songs 2u get stopped where u see the name of your beloved 3u wont get angry when your,"['symptoms', 'u', 'love', '1u', 'like', 'listening', 'songs', '2u', 'get', 'stopped', 'u', 'see', 'name', 'beloved', '3u', 'wont', 'get', 'angry']"
105,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go ",False,,dont worry though i understand how important it is that i be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me brb gonna go ,"['dont', 'worry', 'though', 'understand', 'important', 'put', 'place', 'poorly', 'thought', 'punishment', 'face', 'worst', 'thing', 'ever', 'happened', 'brb', 'gon', 'na', 'go']"
106,Mmmm.... I cant wait to lick it!,False,,mmmm i cant wait to lick it,"['mmmm', 'cant', 'wait', 'lick']"
107,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later,False,,doc prescribed me morphine cause the other pain meds arent enough waiting for my mom to bring it that med should kick in fast so im gonna try to be on later,"['doc', 'prescribed', 'morphine', 'cause', 'pain', 'meds', 'arent', 'enough', 'waiting', 'mom', 'bring', 'med', 'kick', 'fast', 'im', 'gon', 'na', 'try', 'later']"
108,"Machan you go to gym tomorrow,  i wil come late goodnight.",False,,machan you go to gym tomorrow  i wil come late goodnight,"['machan', 'go', 'gym', 'tomorrow', 'wil', 'come', 'late', 'goodnight']"
109,I don know account details..i will ask my mom and send you.my mom is out of reach now.,False,,i don know account detailsi will ask my mom and send youmy mom is out of reach now,"['know', 'account', 'detailsi', 'ask', 'mom', 'send', 'youmy', 'mom', 'reach']"
110,Dunno lei... I thk mum lazy to go out... I neva ask her yet...,False,,dunno lei i thk mum lazy to go out i neva ask her yet,"['dunno', 'lei', 'thk', 'mum', 'lazy', 'go', 'neva', 'ask', 'yet']"
111,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,False,,no i dont have cancer moms making a big deal out of a regular checkup aka pap smear,"['dont', 'cancer', 'moms', 'making', 'big', 'deal', 'regular', 'checkup', 'aka', 'pap', 'smear']"
112,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,False,,dont make life too stressfull always find time to laugh it may not add years to your life but surely adds more life to ur years gud ni8swt dreams,"['dont', 'make', 'life', 'stressfull', 'always', 'find', 'time', 'laugh', 'may', 'add', 'years', 'life', 'surely', 'adds', 'life', 'ur', 'years', 'gud', 'ni8swt', 'dreams']"
113,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,False,,jus telling u dat ill b leaving 4 shanghai on 21st instead so well haf more time 2 meet up cya,"['jus', 'telling', 'u', 'dat', 'ill', 'b', 'leaving', '4', 'shanghai', '21st', 'instead', 'well', 'haf', 'time', '2', 'meet', 'cya']"
114,"Goodnight, sleep well da please take care pa. Please.",False,,goodnight sleep well da please take care pa please,"['goodnight', 'sleep', 'well', 'da', 'please', 'take', 'care', 'pa', 'please']"
115,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a  is attributed to me always coming over and making everyone smoke,False,,it just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a  is attributed to me always coming over and making everyone smoke,"['seems', 'like', 'weird', 'timing', 'night', 'g', 'want', 'come', 'smoke', 'day', 'attributed', 'always', 'coming', 'making', 'everyone', 'smoke']"
116,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,False,,are your freezing  are you home yet  will you remember to kiss your mom in the morning do you love me  do you think of me  are you missing me yet ,"['freezing', 'home', 'yet', 'remember', 'kiss', 'mom', 'morning', 'love', 'think', 'missing', 'yet']"
117,A guy who gets used but is too dumb to realize it.,False,,a guy who gets used but is too dumb to realize it,"['guy', 'gets', 'used', 'dumb', 'realize']"
118,Did you try making another butt.,False,,did you try making another butt,"['try', 'making', 'another', 'butt']"
119,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is!,False,,guess which pub im in im as happy as a pig in clover or whatever the saying is,"['guess', 'pub', 'im', 'im', 'happy', 'pig', 'clover', 'whatever', 'saying']"
120,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow,False,,lol ok ill try to send be warned sprint is dead slow youll prolly get it tomorrow,"['lol', 'ok', 'ill', 'try', 'send', 'warned', 'sprint', 'dead', 'slow', 'youll', 'prolly', 'get', 'tomorrow']"
121,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition...,False,,mum say we wan to go then go then she can shun bian watch da glass exhibition,"['mum', 'say', 'wan', 'go', 'go', 'shun', 'bian', 'watch', 'da', 'glass', 'exhibition']"
122,"Come to me, . Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",False,,come to me  your doing it again  going into your shell and unconsciously avoiding me  you are making me unhappy ,"['come', 'going', 'shell', 'unconsciously', 'avoiding', 'making', 'unhappy']"
123,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,False,,dont look back at the building because you have no coat and i dont want you to get more sick just hurry home and wear a coat to the gym,"['dont', 'look', 'back', 'building', 'coat', 'dont', 'want', 'get', 'sick', 'hurry', 'home', 'wear', 'coat', 'gym']"
124,You stayin out of trouble stranger!!saw Dave the other day heÂ’s sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA!,False,,you stayin out of trouble strangersaw dave the other day heâs sorted nowstill with me bloke when u gona get a girl mrur mum still thinks we will get 2getha,"['stayin', 'trouble', 'strangersaw', 'dave', 'day', 'heâs', 'sorted', 'nowstill', 'bloke', 'u', 'gona', 'get', 'girl', 'mrur', 'mum', 'still', 'thinks', 'get', '2getha']"
125,Or ill be a little closer like at the bus stop on the same street,False,,or ill be a little closer like at the bus stop on the same street,"['ill', 'little', 'closer', 'like', 'bus', 'stop', 'street']"
126,....photoshop makes my computer shut down.,False,,photoshop makes my computer shut down,"['photoshop', 'makes', 'computer', 'shut']"
127,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,False,,i was up all night too worrying about this appt its a shame we missed a girls night out with quizzes popcorn and you doing my hair,"['night', 'worrying', 'appt', 'shame', 'missed', 'girls', 'night', 'quizzes', 'popcorn', 'hair']"
128,"Ill call u 2mrw at ninish, with my address that icky American  wont stop callin me 2 bad Jen k eh?",False,,ill call u 2mrw at ninish with my address that icky american  wont stop callin me 2 bad jen k eh,"['ill', 'call', 'u', '2mrw', 'ninish', 'address', 'icky', 'american', 'wont', 'stop', 'callin', '2', 'bad', 'jen', 'k', 'eh']"
129,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,False,,looks like u wil b getting a headstart im leaving here bout 230ish but if u r desperate for my company i could head in earlierwe were goin to meet in rummer,"['looks', 'like', 'u', 'wil', 'b', 'getting', 'headstart', 'im', 'leaving', 'bout', '230ish', 'u', 'r', 'desperate', 'company', 'could', 'head', 'earlierwe', 'goin', 'meet', 'rummer']"
130,DO NOT B LATE LOVE MUM,False,,do not b late love mum,"['b', 'late', 'love', 'mum']"
131,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK Â‘MORROW. C U THIS WK? WHO WAS THE MSG 4? Â– RANDOM!,False,,so is th gower mate which is where i am how r u man all is good in wales ill b back âmorrow c u this wk who was the msg 4 â random,"['th', 'gower', 'mate', 'r', 'u', 'man', 'good', 'wales', 'ill', 'b', 'back', 'âmorrow', 'c', 'u', 'wk', 'msg', '4', 'â', 'random']"
132,"""HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X""",False,,hey babe far 2 spunout 2 spk at da mo dead 2 da wrld been sleeping on da sofa all day had a cool nytho tx 4 fonin hon call 2mwen im bk frmcloud 9 j x,"['hey', 'babe', 'far', '2', 'spunout', '2', 'spk', 'da', 'mo', 'dead', '2', 'da', 'wrld', 'sleeping', 'da', 'sofa', 'day', 'cool', 'nytho', 'tx', '4', 'fonin', 'hon', 'call', '2mwen', 'im', 'bk', 'frmcloud', '9', 'j', 'x']"
133,His frens go then he in lor. Not alone wif my mum n sis lor.,False,,his frens go then he in lor not alone wif my mum n sis lor,"['frens', 'go', 'lor', 'alone', 'wif', 'mum', 'n', 'sis', 'lor']"
134,Then mum's repent how?,False,,then mums repent how,"['mums', 'repent']"
135,Yes watching footie but worried we're going to blow it - Phil Neville?,False,,yes watching footie but worried were going to blow it  phil neville,"['yes', 'watching', 'footie', 'worried', 'going', 'blow', 'phil', 'neville']"
136,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",False,,chinatown got porridge claypot rice yam cake fishhead beehoon either we eat cheap den go cafe n tok or go nydc or somethin,"['chinatown', 'got', 'porridge', 'claypot', 'rice', 'yam', 'cake', 'fishhead', 'beehoon', 'either', 'eat', 'cheap', 'den', 'go', 'cafe', 'n', 'tok', 'go', 'nydc', 'somethin']"
137,"I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams",False,,i just lov this line hurt me with the truth i dont mindi wil toleratbcs ur my someone but never comfort me with a lie gud ni8 and sweet dreams,"['lov', 'line', 'hurt', 'truth', 'dont', 'mindi', 'wil', 'toleratbcs', 'ur', 'someone', 'never', 'comfort', 'lie', 'gud', 'ni8', 'sweet', 'dreams']"
138," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day!",False,, said kiss kiss i cant do the sound effects he is a gorgeous man isnt he kind of person who needs a smile to brighten his day,"['said', 'kiss', 'kiss', 'cant', 'sound', 'effects', 'gorgeous', 'man', 'isnt', 'kind', 'person', 'needs', 'smile', 'brighten', 'day']"
